1024	634962.51
2048 Threshold: inf Time: 1910461.63
4096 Threshold: inf Time: 7575918.39
8192 Threshold: inf Time: 3.057554259E7
16384 Threshold: inf Time: 1.2346563368E8
32768 Threshold: inf Time: 4.9689886747E8
65536 Threshold: inf Time: 1.97708070082E9
