1024	126826.73
2048	140409.19
4096	296262.92
8192	630023.32
16384	1364422.54
32768	2984389.19
65536	6529819.11
131072	1.41569045E7
262144	3.15952275E7
524288	6.681419119E7
1048576	1.448303388E8
